0	ebi	1	0	6	2.72897800776197	2.13842173350582	1.83841991341991	0.84
1	anago	1	0	3	0.926384364820847	1.99022801302932	1.99245867768595	0.88
2	maguro	1	0	1	1.76955903271693	2.34850640113798	1.87472451790634	0.88
3	ika	1	0	5	2.68840082361016	2.04323953328758	1.51515151515152	0.92
4	uni	1	0	8	0.81304347826087	1.64347826086957	3.28728191000918	0.88
5	ikura	1	0	7	1.26487252124646	1.97946175637394	2.69536271808999	0.88
6	tamago	1	1	9	2.36807095343681	1.86622320768662	1.03246753246753	0.84
7	toro	1	0	1	0.551854655563967	2.05753217259652	4.48545454545455	0.8
8	tekka_maki	0	0	1	2.24713375796178	1.87898089171975	1.57983682983683	0.44
9	kappa_maki	0	1	11	3.73054755043228	1.45677233429395	1.02	0.4
